C,SETP.WORLD,TER_DAILY,AEMO,PUBLIC,2019/04/29,08:00:01,0000000307280891,,0000000307280891
I,EMSLIMITS,LIM_ALTLIM,1,"SITE ID","EQUIPMENT TYPE","EQUIPMENT ID","REGION ID","RATING LEVEL","ALTERNATE VALUE ID",RATING,"RATING TYPE","SPD ID","EFFECTIVE FROM","EFFECTIVE TO"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 10:35:00","2019/04/28 11:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 11:00:00","2019/04/28 11:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 11:05:00","2019/04/28 11:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 11:35:00","2019/04/28 12:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 12:00:00","2019/04/28 12:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 12:05:00","2019/04/28 18:15:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 18:15:00","2019/04/28 18:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 18:35:00","2019/04/28 19:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 19:05:00","2019/04/28 19:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 19:35:00","2019/04/28 20:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 20:05:00","2019/04/28 20:20:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 20:20:00","2019/04/28 20:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 20:35:00","2019/04/28 21:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 21:05:00","2019/04/28 21:15:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 21:15:00","2019/04/28 21:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 21:35:00","2019/04/28 22:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 22:05:00","2019/04/28 22:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 22:35:00","2019/04/28 23:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 23:05:00","2019/04/28 23:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/28 23:35:00","2019/04/29 00:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 00:05:00","2019/04/29 00:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 00:35:00","2019/04/29 01:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 01:05:00","2019/04/29 01:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 01:35:00","2019/04/29 02:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 02:05:00","2019/04/29 02:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 02:35:00","2019/04/29 03:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 03:05:00","2019/04/29 03:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 03:35:00","2019/04/29 04:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 04:05:00","2019/04/29 04:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 04:35:00","2019/04/29 05:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 05:05:00","2019/04/29 05:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 05:35:00","2019/04/29 05:50:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 05:50:00","2019/04/29 06:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 06:00:00","2019/04/29 06:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 06:05:00","2019/04/29 06:30:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 06:30:00","2019/04/29 06:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 06:35:00","2019/04/29 07:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 07:05:00","2019/04/29 07:30:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 07:30:00","2019/04/29 07:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDSUM,851,STATIC,QRATCN_STMRS879,"2019/04/29 07:35:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1252.5610,STATIC,QRATCN_STMRS879,"2019/04/23 06:35:00","2019/04/25 19:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1244.4720,STATIC,QRATCN_STMRS879,"2019/04/25 19:00:00","2019/04/25 19:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1245.5910,STATIC,QRATCN_STMRS879,"2019/04/25 19:05:00","2019/04/25 19:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1247.2920,STATIC,QRATCN_STMRS879,"2019/04/25 19:35:00","2019/04/25 20:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1246.5010,STATIC,QRATCN_STMRS879,"2019/04/25 20:05:00","2019/04/25 20:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1247.3640,STATIC,QRATCN_STMRS879,"2019/04/25 20:35:00","2019/04/25 21:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1246.1560,STATIC,QRATCN_STMRS879,"2019/04/25 21:05:00","2019/04/25 21:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1247.3640,STATIC,QRATCN_STMRS879,"2019/04/25 21:35:00","2019/04/25 22:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.0120,STATIC,QRATCN_STMRS879,"2019/04/25 22:05:00","2019/04/25 22:15:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.3140,STATIC,QRATCN_STMRS879,"2019/04/25 22:15:00","2019/04/25 22:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.6530,STATIC,QRATCN_STMRS879,"2019/04/25 22:35:00","2019/04/25 23:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.40,STATIC,QRATCN_STMRS879,"2019/04/25 23:05:00","2019/04/25 23:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1247.7960,STATIC,QRATCN_STMRS879,"2019/04/25 23:35:00","2019/04/26 00:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.66,STATIC,QRATCN_STMRS879,"2019/04/26 00:05:00","2019/04/26 00:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1252.2150,STATIC,QRATCN_STMRS879,"2019/04/26 00:35:00","2019/04/26 01:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.7830,STATIC,QRATCN_STMRS879,"2019/04/26 01:05:00","2019/04/26 01:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.0550,STATIC,QRATCN_STMRS879,"2019/04/26 01:35:00","2019/04/26 02:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.7890,STATIC,QRATCN_STMRS879,"2019/04/26 02:05:00","2019/04/26 02:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.2210,STATIC,QRATCN_STMRS879,"2019/04/26 02:35:00","2019/04/26 03:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.3080,STATIC,QRATCN_STMRS879,"2019/04/26 03:05:00","2019/04/26 03:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1249.5360,STATIC,QRATCN_STMRS879,"2019/04/26 03:35:00","2019/04/26 04:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.6530,STATIC,QRATCN_STMRS879,"2019/04/26 04:05:00","2019/04/26 04:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.0980,STATIC,QRATCN_STMRS879,"2019/04/26 04:35:00","2019/04/26 05:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.5670,STATIC,QRATCN_STMRS879,"2019/04/26 05:05:00","2019/04/26 05:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.6970,STATIC,QRATCN_STMRS879,"2019/04/26 05:35:00","2019/04/26 06:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.8330,STATIC,QRATCN_STMRS879,"2019/04/26 06:05:00","2019/04/26 06:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1249.1470,STATIC,QRATCN_STMRS879,"2019/04/26 06:35:00","2019/04/26 07:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1248.3240,STATIC,QRATCN_STMRS879,"2019/04/26 07:00:00","2019/04/26 07:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1231.4160,STATIC,QRATCN_STMRS879,"2019/04/26 07:05:00","2019/04/26 07:25:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1205.5480,STATIC,QRATCN_STMRS879,"2019/04/26 07:25:00","2019/04/26 07:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1194.0730,STATIC,QRATCN_STMRS879,"2019/04/26 07:35:00","2019/04/26 08:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1166.8360,STATIC,QRATCN_STMRS879,"2019/04/26 08:05:00","2019/04/26 08:30:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1149.2050,STATIC,QRATCN_STMRS879,"2019/04/26 08:30:00","2019/04/26 08:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1142.3730,STATIC,QRATCN_STMRS879,"2019/04/26 08:35:00","2019/04/26 08:50:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1131.7190,STATIC,QRATCN_STMRS879,"2019/04/26 08:50:00","2019/04/26 09:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1119.3960,STATIC,QRATCN_STMRS879,"2019/04/26 09:05:00","2019/04/26 09:30:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1107.4770,STATIC,QRATCN_STMRS879,"2019/04/26 09:30:00","2019/04/26 09:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1115.3670,STATIC,QRATCN_STMRS879,"2019/04/26 09:35:00","2019/04/26 20:15:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1246.4850,STATIC,QRATCN_STMRS879,"2019/04/26 20:15:00","2019/04/26 20:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1248.0360,STATIC,QRATCN_STMRS879,"2019/04/26 20:35:00","2019/04/26 21:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1249.2620,STATIC,QRATCN_STMRS879,"2019/04/26 21:05:00","2019/04/26 21:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1249.42,STATIC,QRATCN_STMRS879,"2019/04/26 21:35:00","2019/04/26 22:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1248.0540,STATIC,QRATCN_STMRS879,"2019/04/26 22:05:00","2019/04/26 22:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.8730,STATIC,QRATCN_STMRS879,"2019/04/26 22:35:00","2019/04/26 23:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.40,STATIC,QRATCN_STMRS879,"2019/04/26 23:05:00","2019/04/26 23:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1252.0420,STATIC,QRATCN_STMRS879,"2019/04/26 23:35:00","2019/04/27 00:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.7860,STATIC,QRATCN_STMRS879,"2019/04/27 00:05:00","2019/04/27 00:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.4370,STATIC,QRATCN_STMRS879,"2019/04/27 00:35:00","2019/04/27 01:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.5670,STATIC,QRATCN_STMRS879,"2019/04/27 01:05:00","2019/04/27 01:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.6970,STATIC,QRATCN_STMRS879,"2019/04/27 01:35:00","2019/04/27 02:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.7460,STATIC,QRATCN_STMRS879,"2019/04/27 02:05:00","2019/04/27 02:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.7460,STATIC,QRATCN_STMRS879,"2019/04/27 02:35:00","2019/04/27 03:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.6970,STATIC,QRATCN_STMRS879,"2019/04/27 03:05:00","2019/04/27 03:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.0490,STATIC,QRATCN_STMRS879,"2019/04/27 03:35:00","2019/04/27 04:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1250.8760,STATIC,QRATCN_STMRS879,"2019/04/27 04:05:00","2019/04/27 04:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.0490,STATIC,QRATCN_STMRS879,"2019/04/27 04:35:00","2019/04/27 05:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.9130,STATIC,QRATCN_STMRS879,"2019/04/27 05:05:00","2019/04/27 05:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1252.0850,STATIC,QRATCN_STMRS879,"2019/04/27 05:35:00","2019/04/27 06:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1252.8630,STATIC,QRATCN_STMRS879,"2019/04/27 06:05:00","2019/04/27 06:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.3080,STATIC,QRATCN_STMRS879,"2019/04/27 06:35:00","2019/04/27 07:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1245.7980,STATIC,QRATCN_STMRS879,"2019/04/27 07:05:00","2019/04/27 07:55:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1180.1450,STATIC,QRATCN_STMRS879,"2019/04/27 07:55:00","2019/04/27 08:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1169.6120,STATIC,QRATCN_STMRS879,"2019/04/27 08:05:00","2019/04/27 08:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1157.0580,STATIC,QRATCN_STMRS879,"2019/04/27 08:35:00","2019/04/27 09:10:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1117.1990,STATIC,QRATCN_STMRS879,"2019/04/27 09:10:00","2019/04/27 09:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1103.4780,STATIC,QRATCN_STMRS879,"2019/04/27 09:35:00","2019/04/27 10:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1100.3990,STATIC,QRATCN_STMRS879,"2019/04/27 10:05:00","2019/04/27 10:30:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1090.2060,STATIC,QRATCN_STMRS879,"2019/04/27 10:30:00","2019/04/27 10:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1089.6490,STATIC,QRATCN_STMRS879,"2019/04/27 10:35:00","2019/04/27 18:40:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1240.38,STATIC,QRATCN_STMRS879,"2019/04/27 18:40:00","2019/04/27 18:50:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1238.7830,STATIC,QRATCN_STMRS879,"2019/04/27 18:50:00","2019/04/27 19:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1235.35,STATIC,QRATCN_STMRS879,"2019/04/27 19:05:00","2019/04/27 19:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1234.4010,STATIC,QRATCN_STMRS879,"2019/04/27 19:35:00","2019/04/27 20:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1235.5630,STATIC,QRATCN_STMRS879,"2019/04/27 20:05:00","2019/04/27 20:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1236.1270,STATIC,QRATCN_STMRS879,"2019/04/27 20:35:00","2019/04/27 21:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.2650,STATIC,QRATCN_STMRS879,"2019/04/27 21:05:00","2019/04/27 21:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.1780,STATIC,QRATCN_STMRS879,"2019/04/27 21:35:00","2019/04/27 22:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.1350,STATIC,QRATCN_STMRS879,"2019/04/27 22:05:00","2019/04/27 22:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.74,STATIC,QRATCN_STMRS879,"2019/04/27 22:35:00","2019/04/27 23:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1252.4310,STATIC,QRATCN_STMRS879,"2019/04/27 23:05:00","2019/04/27 23:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1253.5110,STATIC,QRATCN_STMRS879,"2019/04/27 23:35:00","2019/04/28 00:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1252.0850,STATIC,QRATCN_STMRS879,"2019/04/28 00:05:00","2019/04/28 00:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1252.3450,STATIC,QRATCN_STMRS879,"2019/04/28 00:35:00","2019/04/28 01:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.61,STATIC,QRATCN_STMRS879,"2019/04/28 01:05:00","2019/04/28 01:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1251.4370,STATIC,QRATCN_STMRS879,"2019/04/28 01:35:00","2019/04/28 02:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1252.8630,STATIC,QRATCN_STMRS879,"2019/04/28 02:05:00","2019/04/28 02:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1253.1660,STATIC,QRATCN_STMRS879,"2019/04/28 02:35:00","2019/04/28 03:05:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1253.7270,STATIC,QRATCN_STMRS879,"2019/04/28 03:05:00","2019/04/28 03:35:00"
D,EMSLIMITS,LIM_ALTLIM,1,H35_STHM,LINE,275KV_879,QLD1,NORM,QLDWIN,1253.0360,STATIC,QRATCN_STMRS879,"2019/04/28 03:35:00","2019/04/28 04:05:00"
